"","File Name","Time (s) @ BFC","Back Knee Flexion @ BFC","Back Knee Extension Velocity @ BFC","COM (X) @ BFC","COM (Z) @ BFC","COM Velocity (X) @ BFC","COM Velocity (Z) @ BFC","Pelvis Rotation (Y) @ BFC","Trunk Rotation (Y) @ BFC","Trunk Flexion @ BFC","Shoulder Abduction @ BFC","Shoulder H Abduction @ BFC","Elbow Flexion @ BFC","Time (s) @ FFC","Stride Length (X) @ FFC","Stride Angle @ FFC","Back Knee Extension Velocity @ FFC","Front Knee Flexion @ FFC","Pelvis Rotation (Y) @ FFC","Trunk Rotation (Y) @ FFC","Trunk Flexion @ FFC","Shoulder Abduction @ FFC","Shoulder H Abduction @ FFC","Elbow Flexion @ FFC","COM (X) @ FFC","COM (Z) @ FFC","COM Velocity (X) @ FFC","COM Velocity (Z) @ FFC","Time (s) @ MAW","Front Knee Flexion @ MAW","Pelvis Rotation (Y) @ MAW","Trunk Rotation (Y) @ MAW","Shoulder Abduction @ MAW","Shoulder H Abduction @ MAW","Elbow Flexion @ MAW","Time (s) @ BR","Height @ BR","Front Knee Flexion @ BR","Front Knee Extension Velocity @ BR","Pelvis Rotation (Y) @ BR","Trunk Flexion @ BR","Trunk Rotation (Y) @ BR","Lateral Trunk Flexion @ BR","Shoulder Abduction @ BR","Shoulder H Abduction @ BR","Elbow Flexion @ BR","COM (X) @ BR","COM (Z) @ BR","COM Velocity (X) @ BR","COM Velocity (Z) @ BR","Hand COM (X) @ BR","Hand COM (Z) @ BR","Front Knee Extension Velocity (max)","Pelvis Rotation Velocity (max)","Trunk Rotation Velocity (max)","Trunk Flexion Velocity (max)","Trunk Flexion (max)","Shoulder Rotation Velocity (max)","Elbow Flexion (max)","Shoulder Rotation (max)","Elbow Extension Velocity (max)","Forearm Pronation (max)","COM Displacement (X) - stride","COM Displacement (X) - action","COM Displacement (X) - total","COM Displacement (Z) - stride","COM Displacement (Z) - action","COM Displacement (Z) - total","Δ COM Velocity (X) - stride","Δ COM Velocity (X) - action","Δ COM Velocity (X) - total","Δ COM Velocity (Z) - stride","Δ COM Velocity (Z) - action","Δ COM Velocity (Z) - total","Stretch (%height)","Span (%height)","Follow-Through (ms)"
"36","KOT005jg_throw13_rap13 - KOT_LH (6Hz)",0.6,-58.737433,59.551275,-1.317109,0.330092,1.367803,-0.241344,-47.15135,53.5874,26.602494,32.697106,18.027659,94.259901,1,0.703517,11.385528,-252.271823,-48.856399,-84.382694,75.550638,22.956975,107.05428,-40.824307,109.971472,-0.640979,0.349569,2.498535,-0.042244,1,-48.856399,-84.382694,75.550638,107.05428,-40.824307,109.971472,1.19,1.84,-62.087467,111.97483,-16.815253,-21.337524,2.874763,-17.600595,109.772976,8.510007,76.882309,-0.249459,0.335769,1.317845,0.041105,0.103436,0.193946,238.043371,493.029399,528.05927,213.751311,35.776603,4237.833241,120.309207,-150.640001,-1421.9544,-40.066355,0.67613,0.39152,1.06765,0.019477,-0.0138,0.00567699999999999,1.130732,-1.18069,-0.0499580000000002,0.1991,0.083349,0.282449,0.191790760869565,-0.0770777173913043,0.29
"37","KOT005jg_throw15_rap15 - KOT_LH (6Hz)",0.53,-56.154326,150.136335,-1.314964,0.25217,1.33719,-0.118661,-47.372957,54.616168,29.917316,45.478828,12.949576,115.76926,1,0.662221,18.771906,-182.321562,-62.000257,-82.502731,74.03634,22.255708,101.599707,-42.17413,113.188565,-0.546423,0.288295,2.474569,0.041401,0.99,-59.976069,-85.921782,74.026173,104.528432,-41.785878,114.308667,1.16,1.84,-64.497718,131.44801,-12.51395,-23.995689,6.367012,-17.203157,104.375429,6.788895,81.005881,-0.217219,0.281434,1.321159,-0.032307,0.014184,0.177134,265.572303,507.92299,510.614641,196.518898,41.17014,4131.101433,178.995552,-159.502844,-1582.293691,-237.080584,0.768541,0.329204,1.097745,0.036125,-0.00686100000000001,0.029264,1.137379,-1.15341,-0.0160310000000001,0.160062,-0.073708,0.086354,0.1257625,-0.0566847826086957,0.28
"38","KOT005jg_throw16_rap16 - KOT_LH (6Hz)",0.58,-68.862621,109.129962,-1.280412,0.250467,1.510246,0.092682,-47.549156,53.348583,23.644247,27.522703,13.136338,110.230146,1,0.670081,17.68931,-258.966711,-56.842569,-82.378543,71.336832,20.598073,100.63285,-39.155726,117.918003,-0.556528,0.31082,2.497344,0.056881,0.99,-54.053851,-80.824137,70.419658,103.294896,-39.195094,118.272561,1.17,1.84,-66.164609,72.940618,-17.401291,-22.255696,6.231649,-20.042152,99.934864,9.405284,84.199224,-0.193582,0.301491,1.418339,-0.044852,0.030997,0.189989,292.133559,501.605828,553.559708,173.895603,36.795174,5120.874933,167.544542,-147.366876,-1173.527259,-126.517445,0.723884,0.362946,1.08683,0.060353,-0.00932899999999998,0.051024,0.987098,-1.079005,-0.091907,-0.035801,-0.101733,-0.137534,0.122053804347826,-0.0605989130434783,0.3
"39","KOT005jg_throw17_rap17 - KOT_LH (6Hz)",0.52,-67.892508,164.451699,-1.301267,0.210098,1.290438,-0.061129,-46.187742,54.096042,25.742239,43.201003,23.209091,111.614786,1.01,0.663191,18.135691,-83.815854,-63.844612,-74.566377,64.664304,11.458328,89.703731,-41.494824,117.199419,-0.484821,0.263309,2.561789,0.116518,0.98,-60.201715,-86.592785,65.285322,97.8892,-43.535205,119.645562,1.17,1.84,-63.049733,159.23951,-12.219288,-32.805189,5.575007,-20.817445,111.656324,12.516232,29.982361,-0.158395,0.27171,1.304594,0.017307,0.28388,0.17274,242.538934,536.764474,504.320263,178.411744,39.242338,3142.40464,129.684705,-145.340505,-1154.787395,-78.692307,0.816446,0.326426,1.142872,0.053211,0.00840099999999999,0.061612,1.271351,-1.257195,0.0141560000000001,0.177647,-0.099211,0.078436,0.240366847826087,-0.0537880434782609,0.28
"40","KOT005jg_throw18_rap18 - KOT_LH (6Hz)",0.55,-57.529654,93.291296,-1.32025,0.269318,1.494315,0.043372,-45.565439,55.485138,23.800488,35.039989,11.984745,108.189954,1,0.686605,14.485324,-165.807955,-62.101832,-73.677883,67.245207,11.305497,92.471432,-39.066801,112.464222,-0.5075,0.33202,2.597324,0.077658,0.98,-58.262795,-81.021093,72.957599,98.194279,-40.397711,116.51171,1.15,1.84,-64.629451,174.101425,-18.743392,-25.61223,4.723093,-24.257385,107.521461,5.986956,50.427986,-0.199473,0.321235,1.308519,-0.02337,0.2125,0.222834,298.83323,470.942997,477.889807,201.541355,34.375138,5105.356066,125.122537,-145.962752,-1106.200648,-42.148619,0.81275,0.308027,1.120777,0.062702,-0.010785,0.051917,1.103009,-1.288805,-0.185796,0.034286,-0.101028,-0.066742,0.223898369565217,-0.0534788043478261,0.28
"41","KOT005jg_throw19_rap19 - KOT_LH (6Hz)",0.54,-55.159965,176.265527,-1.305465,0.263299,1.222976,-0.099426,-49.819798,55.159423,27.648152,34.130397,10.703744,114.20618,1.01,0.674942,20.948702,-220.577243,-58.228658,-85.259113,66.454918,22.244318,97.303003,-28.157289,112.134181,-0.554314,0.288756,2.407728,0.123414,1.01,-58.228658,-85.259113,66.454918,97.303003,-28.157289,112.134181,1.19,1.84,-66.199934,132.87099,-14.253872,-30.904747,5.934467,-19.134766,103.53009,-5.320515,88.905547,-0.182973,0.292304,1.388957,-0.035943,0.137429,0.181126,428.733353,493.529614,612.863252,223.613974,41.361157,6679.728315,123.911814,-178.198724,-4603.571482,-231.349326,0.751151,0.371341,1.122492,0.025457,0.003548,0.029005,1.184752,-1.018771,0.165981,0.22284,-0.159357,0.063483,0.17413152173913,-0.0604228260869565,0.28
"42","KOT005jg_throw2_rap2 - KOT_LH (6Hz)",0.62,-62.133323,128.424685,-1.383291,0.327737,1.587585,0.016406,-47.793932,54.82518,29.857298,52.230923,13.919907,117.765424,1.01,0.729485,9.54225,-293.693874,-47.467389,-82.405097,69.954683,19.451092,99.5985,-36.643569,108.463548,-0.647625,0.363445,2.697778,0.006088,1,-44.467439,-85.924683,69.365713,102.284968,-36.420952,109.331354,1.19,1.84,-65.525867,100.235177,-14.446334,-28.06314,-0.871372,-21.108231,115.897035,7.385354,92.293061,-0.235589,0.358333,1.665725,0.005785,0.23685,0.235729,269.760433,458.099243,545.352235,217.70428,37.710076,3834.901359,127.962434,-148.175172,-1773.898398,-87.918546,0.735666,0.412036,1.147702,0.035708,-0.00511200000000001,0.030596,1.110193,-1.032053,0.0781399999999999,-0.010318,-0.000302999999999999,-0.010621,0.256760326086957,-0.0666326086956522,0.27
"43","KOT005jg_throw20_rap20 - KOT_LH (6Hz)",0.55,-60.698744,157.734164,-1.254617,0.288466,1.437664,-0.068747,-55.953719,50.65015,26.310244,25.387663,19.936921,110.092632,1,0.642458,15.019539,-201.853167,-65.434388,-82.588474,67.97955,17.098128,88.5628,-33.607398,114.847902,-0.52951,0.315451,2.351188,0.127717,1,-65.434388,-82.588474,67.97955,88.5628,-33.607398,114.847902,1.18,1.84,-64.425929,130.621956,-6.111057,-35.320036,4.399253,-32.739459,100.569675,1.457779,99.756055,-0.16862,0.313036,1.387552,-0.071511,0.144105,0.19514,320.380378,514.165777,614.412149,217.357597,41.772243,3591.440903,119.92297,-154.502785,-2353.765354,-32.275276,0.725107,0.36089,1.085997,0.026985,-0.002415,0.02457,0.913524,-0.963636,-0.0501120000000002,0.196464,-0.199228,-0.002764,0.169959239130435,-0.0640739130434782,0.27
"44","KOT005jg_throw3_rap3 - KOT_LH (6Hz)",0.6,-61.872189,-15.572642,-1.286816,0.335601,1.527365,0.006412,-56.606298,54.318703,28.356382,28.359424,14.402587,107.311865,1.01,0.680095,14.592907,-257.522436,-48.325624,-86.514673,66.830249,25.90604,101.381793,-41.013321,116.036304,-0.57812,0.365268,2.420392,0.06451,1.02,-50.794235,-89.536715,67.757551,99.517588,-41.353089,115.97592,1.21,1.84,-61.782505,129.554562,-13.592535,-30.965651,1.804015,-22.365455,115.813021,10.631882,81.133729,-0.152766,0.370131,1.419139,0.087544,0.300558,0.273853,286.403622,463.719076,560.95213,161.887092,37.462265,3710.48862,146.088511,-144.239942,-1706.836324,-32.055046,0.708696,0.425354,1.13405,0.029667,0.00486300000000001,0.03453,0.893027,-1.001253,-0.108226,0.058098,0.023034,0.081132,0.246371739130435,-0.052325,0.29
"45","KOT005jg_throw4_rap4 - KOT_LH (6Hz)",0.61,-66.400517,146.796358,-1.342597,0.298715,1.6252,-0.13279,-50.330907,51.270735,29.532975,41.310231,19.538566,109.956233,1.01,0.714455,15.842866,-249.36743,-50.252759,-85.051247,67.67653,16.494305,101.151761,-36.059968,107.618973,-0.625724,0.333085,2.603807,0.062615,1.01,-50.252759,-85.051247,67.67653,101.151761,-36.059968,107.618973,1.18,1.84,-61.864531,75.945945,-16.01282,-29.797205,6.255225,-18.024338,108.343269,10.358752,86.208433,-0.2354,0.326619,1.636926,-0.103931,0.015497,0.233051,221.009493,468.938435,548.34957,164.779097,32.507782,4088.8048,147.388809,-144.703025,-1235.354825,-50.356166,0.716873,0.390324,1.107197,0.03437,-0.00646600000000003,0.027904,0.978607,-0.966881,0.0117260000000001,0.195405,-0.166546,0.028859,0.136357065217391,-0.0508521739130435,0.28
"46","KOT005jg_throw6_rap6 - KOT_LH (6Hz)",0.57,-59.991743,77.824683,-1.364187,0.383214,1.471744,0.111827,-45.526096,58.785018,25.229252,41.65812,13.784992,106.151555,1.01,0.657652,6.798652,-214.262726,-57.7469,-80.220482,76.477975,18.074229,107.245074,-30.958729,112.42772,-0.60586,0.379314,2.480683,-0.072544,1.02,-59.735831,-80.09594,78.842551,104.375467,-30.904326,112.145992,1.19,1.84,-61.254456,155.957421,-15.921323,-21.285883,-3.063112,-12.262634,110.436956,8.882954,85.825938,-0.234423,0.343382,1.354349,-0.098828,0.118276,0.235692,484.625523,505.768153,684.359328,162.475464,34.015169,3398.248289,122.333927,-146.838456,-1769.160306,-61.279176,0.758327,0.371437,1.129764,-0.00390000000000001,-0.035932,-0.039832,1.008939,-1.126334,-0.117395,-0.184371,-0.026284,-0.210655,0.191684239130435,-0.0585271739130435,0.29
"47","KOT005jg_throw7_rap7 - KOT_LH (6Hz)",0.57,-62.455327,47.950931,-1.3954,0.28978,1.407493,-0.057604,-46.258269,54.389854,23.244919,36.933833,15.607478,109.241016,1.01,0.666869,19.380873,-183.746372,-57.099534,-82.732997,72.986691,18.463683,104.11037,-37.473512,115.122219,-0.671679,0.316454,2.494943,0.084794,1.01,-57.099534,-82.732997,72.986691,104.11037,-37.473512,115.122219,1.19,1.84,-62.431551,116.898159,-14.436408,-23.837535,-1.066384,-20.499254,109.261701,6.8329,82.458781,-0.290112,0.304358,1.413418,-0.036602,0.143731,0.182674,236.264135,532.741333,598.580981,185.522855,31.758344,4051.955135,128.05522,-149.114441,-1663.285398,-75.808748,0.723721,0.381567,1.105288,0.026674,-0.012096,0.014578,1.08745,-1.081525,0.00592499999999996,0.142398,-0.121396,0.021002,0.235784239130435,-0.0661326086956522,0.29
"48","KOT005jg_throw8_rap8 - KOT_LH (6Hz)",0.63,-60.440551,-12.981152,-1.368461,0.290477,1.511017,-0.04088,-49.75882,55.442826,29.72191,50.862749,18.795566,111.165146,1,0.697638,11.186637,-249.589963,-51.567229,-79.775907,71.105253,18.965177,105.18117,-38.465562,115.054148,-0.699948,0.305488,2.606507,-0.003068,0.98,-46.131643,-76.234056,68.614412,109.079092,-38.468233,115.244641,1.19,1.84,-55.830166,187.05374,-13.437184,-27.513547,0.759805,-21.454313,111.131981,10.666337,89.704717,-0.292044,0.285995,1.390455,-0.087897,0.189318,0.197206,243.879642,496.251855,521.231586,175.444852,31.800193,4544.003508,129.223865,-149.83771,-1590.286153,-43.07318,0.668513,0.407904,1.076417,0.015011,-0.019493,-0.00448199999999999,1.09549,-1.216052,-0.120562,0.037812,-0.084829,-0.047017,0.261609782608696,-0.0482548913043478,0.29
"49","KOT005jg_throw9_rap9 - KOT_LH (6Hz)",0.55,-63.978322,130.071336,-1.31941,0.306328,1.283599,0.055049,-41.994755,53.788862,23.733349,38.54375,14.449536,109.436581,1.01,0.650473,16.66198,-95.444787,-57.749236,-80.09486,73.678587,15.617102,97.153516,-41.973471,113.295943,-0.534343,0.340675,2.486433,0.02616,0.99,-55.208073,-87.055464,75.533954,103.48306,-41.920615,115.411038,1.16,1.84,-53.904553,177.194832,-15.707796,-22.764015,3.992178,-13.444857,106.782157,11.161988,82.500267,-0.240198,0.328611,1.266666,-0.056762,0.115729,0.222025,276.361889,541.800698,530.970525,311.382895,35.308901,3707.887282,126.83925,-152.45896,-1285.115548,-53.244288,0.785067,0.294145,1.079212,0.034347,-0.012064,0.022283,1.202834,-1.219767,-0.0169329999999999,-0.028889,-0.082922,-0.111811,0.193438586956522,-0.0579271739130435,0.27
"50","KOT007jn_throw1_rap1 - KOT_LH (6Hz)",0.7,-72.081119,-85.39207,-1.409615,0.315747,2.554926,0.439728,-75.528332,56.513201,1.102543,21.885635,46.994219,100.450145,1.01,0.730068,16.015218,-267.988209,-40.055437,-75.841307,70.227875,11.428592,76.91688,-25.250152,76.574012,-0.508046,0.404934,3.203754,0.358968,1.01,-40.055437,-75.841307,70.227875,76.91688,-25.250152,76.574012,1.18,1.79,-36.202016,379.866518,-11.558201,-38.691348,2.527915,-37.359514,106.490042,-16.584364,60.778931,-0.057139,0.423677,1.780373,-0.005694,0.251777,0.224522,599.615543,515.616281,714.331456,363.593791,17.330809,6923.405195,117.891289,-142.497782,-1864.721223,-26.294788,0.901569,0.450907,1.352476,0.089187,0.018743,0.10793,0.648828,-1.423381,-0.774553,-0.08076,-0.364662,-0.445422,0.172578770949721,-0.111259776536313,0.22
"51","KOT007jn_throw10_rap10 - KOT_LH (6Hz)",0.94,-75.174552,37.694178,-1.163274,0.080741,2.161265,-0.043754,-81.762617,66.510274,8.194413,37.536353,8.037662,73.87578,1.21,0.707281,17.069379,-279.497124,-34.204807,-73.5266,77.608335,9.043384,77.924392,-29.09471,73.365326,-0.544525,0.089263,2.787811,0.206121,1.22,-36.913856,-71.620418,79.726698,77.188664,-29.409825,73.644094,1.39,1.79,-26.655476,369.843553,-7.892801,-31.654131,-2.305238,-28.922349,104.254381,-12.540993,93.17376,-0.118721,0.090365,1.542409,-0.007547,0.196178,-0.12151,454.437336,486.848062,721.123837,327.51364,12.535405,4972.833933,107.719184,-150.268692,-2542.428965,-58.522656,0.618749,0.425804,1.044553,0.008522,0.00110200000000001,0.00962400000000001,0.626546,-1.245402,-0.618856,0.249875,-0.213668,0.036207,0.175921229050279,-0.118365921787709,0.23
"52","KOT007jn_throw11_rap11 - KOT_LH (6Hz)",0.93,-73.671889,111.034224,-1.147481,0.104285,2.12146,0.114083,-86.638245,57.218296,13.526833,33.127121,4.553132,63.304616,1.18,0.721191,11.606227,-278.833465,-37.965336,-73.812393,72.775758,9.531812,74.655729,-26.14496,71.829799,-0.558073,0.122761,2.799358,0.159524,1.19,-40.730883,-71.341523,73.856472,74.126212,-26.649901,72.367934,1.35,1.79,-44.190071,321.336683,-10.231159,-35.509215,0.204257,-30.513954,94.420478,-12.915939,69.903426,-0.147537,0.121264,1.639318,-0.026703,0.226576,-0.09116,466.432299,459.027784,677.540556,292.964192,15.223039,4735.321845,110.420136,-156.260402,-1161.296635,-25.437979,0.589408,0.410536,0.999944,0.018476,-0.001497,0.016979,0.677898,-1.16004,-0.482142,0.045441,-0.186227,-0.140786,0.209001675977654,-0.118672625698324,0.23
"53","KOT007jn_throw12_rap12 - KOT_LH (6Hz)",0.92,-76.530101,131.857257,-1.229035,0.170149,1.912747,0.000956,-85.599796,60.844704,12.301275,36.021385,4.968827,64.397931,1.21,0.67782,7.842872,-255.05184,-54.030528,-63.905618,73.548746,3.10256,74.601458,-25.637162,70.384924,-0.545727,0.191396,2.844161,0.14117,1.17,-41.807145,-75.73456,75.923738,75.203935,-25.60416,69.659562,1.34,1.79,-54.622318,231.969642,-9.67136,-32.786539,3.103817,-29.836542,90.919858,-9.844785,95.132611,-0.231059,0.188434,1.819743,0.002623,0.066591,0.079135,465.959853,474.069875,677.71024,351.533539,14.816928,4709.17277,109.766377,-150.798484,-2343.224721,-74.587314,0.683308,0.314668,0.997976,0.021247,-0.00296200000000002,0.018285,0.931414,-1.024418,-0.0930039999999999,0.140214,-0.138547,0.001667,0.166284916201117,-0.0610608938547486,0.24
"54","KOT007jn_throw13_rap13 - KOT_LH (6Hz)",0.95,-71.584284,162.285087,-1.054765,0.185548,2.301431,-0.03505,-87.442508,61.86883,11.460878,42.225676,7.144202,69.242625,1.2,0.703857,10.402862,-247.28472,-37.220188,-75.709256,74.995568,9.901968,76.11136,-28.229975,72.257679,-0.481657,0.17914,2.68342,0.031162,1.22,-41.924814,-71.474981,77.451274,74.528061,-28.789825,73.843121,1.39,1.79,-23.368997,411.300275,-9.07774,-36.427542,-2.699967,-30.835164,107.751499,-16.020324,76.84358,-0.057209,0.155541,1.509476,-0.189026,0.404774,-0.083053,420.853848,475.002681,692.068007,298.842141,12.549273,5579.58391,110.224711,-156.769217,-1440.955387,-40.68516,0.573108,0.424448,0.997556,-0.006408,-0.023599,-0.030007,0.381989,-1.173944,-0.791955,0.066212,-0.220188,-0.153976,0.258091061452514,-0.133292737430168,0.24
